Recipe_ID,Recipe_Name,Meal_Type,Cuisine,Diet,Ingredients,Preparation,Prep_Time_Min
R00917,Indian Soya Chunks Cauliflower/Gobhi Roti Meal,Lunch,Indian,Vegan,Whole Wheat Flour | Soya Chunks | Cauliflower/Gobhi | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00918,Indian Soya Chunks Okra/Bhindi Roti Meal,Lunch,Indian,Vegan,Whole Wheat Flour | Soya Chunks | Okra/Bhindi | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00919,Indian Soya Chunks Brinjal/Baingan Roti Meal,Lunch,Indian,Vegan,Whole Wheat Flour | Soya Chunks | Brinjal/Baingan | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00920,Indian Soya Chunks Capsicum/Bell Pepper Roti Meal,Lunch,Indian,Vegan,Whole Wheat Flour | Soya Chunks | Capsicum/Bell Pepper | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00921,Indian Soya Chunks Tomato/Tamatar Roti Meal,Lunch,Indian,Vegan,Whole Wheat Flour | Soya Chunks | Tomato/Tamatar | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00922,Indian Soya Chunks Onion/Pyaz Roti Meal,Lunch,Indian,Vegan,Whole Wheat Flour | Soya Chunks | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00923,Indian Soya Chunks Cucumber/Kheera Roti Meal,Lunch,Indian,Vegan,Whole Wheat Flour | Soya Chunks | Cucumber/Kheera | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00924,Indian Soya Chunks Broccoli Roti Meal,Lunch,Indian,Vegan,Whole Wheat Flour | Soya Chunks | Broccoli | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00925,Indian Soya Chunks Mushroom Roti Meal,Lunch,Indian,Vegan,Whole Wheat Flour | Soya Chunks | Mushroom | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00926,Indian Soya Chunks Corn Roti Meal,Lunch,Indian,Vegan,Whole Wheat Flour | Soya Chunks | Corn | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00927,Indian Soya Chunks Methi Leaves Roti Meal,Lunch,Indian,Vegan,Whole Wheat Flour | Soya Chunks | Methi Leaves | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00928,Indian Eggs Potato/Aloo Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Potato/Aloo | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00929,Indian Eggs Carrot/Gajar Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Carrot/Gajar | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00930,Indian Eggs Green Peas Fresh Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Green Peas Fresh | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00931,Indian Eggs Spinach/Palak Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Spinach/Palak | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00932,Indian Eggs Cauliflower/Gobhi Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Cauliflower/Gobhi | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00933,Indian Eggs Okra/Bhindi Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Okra/Bhindi | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00934,Indian Eggs Brinjal/Baingan Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Brinjal/Baingan | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00935,Indian Eggs Capsicum/Bell Pepper Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Capsicum/Bell Pepper | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00936,Indian Eggs Tomato/Tamatar Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Tomato/Tamatar | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00937,Indian Eggs Onion/Pyaz Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00938,Indian Eggs Cucumber/Kheera Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Cucumber/Kheera | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00939,Indian Eggs Broccoli Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Broccoli | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00940,Indian Eggs Mushroom Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Mushroom | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00941,Indian Eggs Corn Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Corn | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00942,Indian Eggs Methi Leaves Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Eggs | Methi Leaves | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00943,Indian Chicken Breast Potato/Aloo Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Potato/Aloo | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00944,Indian Chicken Breast Carrot/Gajar Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Carrot/Gajar | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00945,Indian Chicken Breast Green Peas Fresh Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Green Peas Fresh | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00946,Indian Chicken Breast Spinach/Palak Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Spinach/Palak | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00947,Indian Chicken Breast Cauliflower/Gobhi Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Cauliflower/Gobhi | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00948,Indian Chicken Breast Okra/Bhindi Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Okra/Bhindi | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00949,Indian Chicken Breast Brinjal/Baingan Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Brinjal/Baingan | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00950,Indian Chicken Breast Capsicum/Bell Pepper Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Capsicum/Bell Pepper | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00951,Indian Chicken Breast Tomato/Tamatar Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Tomato/Tamatar | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00952,Indian Chicken Breast Onion/Pyaz Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00953,Indian Chicken Breast Cucumber/Kheera Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Cucumber/Kheera | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00954,Indian Chicken Breast Broccoli Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Broccoli | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00955,Indian Chicken Breast Mushroom Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Mushroom | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00956,Indian Chicken Breast Corn Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Corn | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00957,Indian Chicken Breast Methi Leaves Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Chicken Breast | Methi Leaves | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00958,Indian Rohu Fish Potato/Aloo Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Potato/Aloo | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00959,Indian Rohu Fish Carrot/Gajar Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Carrot/Gajar | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00960,Indian Rohu Fish Green Peas Fresh Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Green Peas Fresh | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00961,Indian Rohu Fish Spinach/Palak Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Spinach/Palak | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00962,Indian Rohu Fish Cauliflower/Gobhi Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Cauliflower/Gobhi | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00963,Indian Rohu Fish Okra/Bhindi Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Okra/Bhindi | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00964,Indian Rohu Fish Brinjal/Baingan Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Brinjal/Baingan | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00965,Indian Rohu Fish Capsicum/Bell Pepper Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Capsicum/Bell Pepper | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00966,Indian Rohu Fish Tomato/Tamatar Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Tomato/Tamatar | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00967,Indian Rohu Fish Onion/Pyaz Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00968,Indian Rohu Fish Cucumber/Kheera Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Cucumber/Kheera | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00969,Indian Rohu Fish Broccoli Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Broccoli | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00970,Indian Rohu Fish Mushroom Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Mushroom | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00971,Indian Rohu Fish Corn Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Corn | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00972,Indian Rohu Fish Methi Leaves Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Rohu Fish | Methi Leaves | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00973,Indian Prawns Potato/Aloo Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Potato/Aloo | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00974,Indian Prawns Carrot/Gajar Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Carrot/Gajar | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00975,Indian Prawns Green Peas Fresh Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Green Peas Fresh | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00976,Indian Prawns Spinach/Palak Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Spinach/Palak | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00977,Indian Prawns Cauliflower/Gobhi Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Cauliflower/Gobhi | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00978,Indian Prawns Okra/Bhindi Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Okra/Bhindi | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00979,Indian Prawns Brinjal/Baingan Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Brinjal/Baingan | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00980,Indian Prawns Capsicum/Bell Pepper Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Capsicum/Bell Pepper | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00981,Indian Prawns Tomato/Tamatar Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Tomato/Tamatar | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00982,Indian Prawns Onion/Pyaz Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00983,Indian Prawns Cucumber/Kheera Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Cucumber/Kheera | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00984,Indian Prawns Broccoli Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Broccoli | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00985,Indian Prawns Mushroom Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Mushroom | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00986,Indian Prawns Corn Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Corn | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00987,Indian Prawns Methi Leaves Roti Meal,Lunch,Indian,Non-Vegetarian,Whole Wheat Flour | Prawns | Methi Leaves | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00988,Indian Toor Dal Potato/Aloo Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Toor Dal | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R00989,Indian Toor Dal Carrot/Gajar Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Toor Dal | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00990,Indian Toor Dal Green Peas Fresh Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Toor Dal | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00991,Indian Toor Dal Spinach/Palak Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Toor Dal | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00992,Indian Toor Dal Cauliflower/Gobhi Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Toor Dal | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00993,Indian Toor Dal Okra/Bhindi Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Toor Dal | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00994,Indian Toor Dal Brinjal/Baingan Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Toor Dal | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R00995,Indian Toor Dal Capsicum/Bell Pepper Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Toor Dal | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R00996,Indian Toor Dal Tomato/Tamatar Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Toor Dal | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00997,Indian Toor Dal Onion/Pyaz Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Toor Dal | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00998,Indian Toor Dal Cucumber/Kheera Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Toor Dal | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R00999,Indian Toor Dal Broccoli Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Toor Dal | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R01000,Indian Toor Dal Mushroom Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Toor Dal | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R01001,Indian Toor Dal Corn Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Toor Dal | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R01002,Indian Toor Dal Methi Leaves Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Toor Dal | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R01003,Indian Moong Dal Potato/Aloo Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R01004,Indian Moong Dal Carrot/Gajar Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01005,Indian Moong Dal Green Peas Fresh Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R01006,Indian Moong Dal Spinach/Palak Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R01007,Indian Moong Dal Cauliflower/Gobhi Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01008,Indian Moong Dal Okra/Bhindi Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01009,Indian Moong Dal Brinjal/Baingan Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R01010,Indian Moong Dal Capsicum/Bell Pepper Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R01011,Indian Moong Dal Tomato/Tamatar Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01012,Indian Moong Dal Onion/Pyaz Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R01013,Indian Moong Dal Cucumber/Kheera Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R01014,Indian Moong Dal Broccoli Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R01015,Indian Moong Dal Mushroom Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R01016,Indian Moong Dal Corn Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R01017,Indian Moong Dal Methi Leaves Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R01018,Indian Masoor Dal Potato/Aloo Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Masoor Dal | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R01019,Indian Masoor Dal Carrot/Gajar Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Masoor Dal | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01020,Indian Masoor Dal Green Peas Fresh Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Masoor Dal | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R01021,Indian Masoor Dal Spinach/Palak Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Masoor Dal | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R01022,Indian Masoor Dal Cauliflower/Gobhi Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Masoor Dal | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01023,Indian Masoor Dal Okra/Bhindi Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Masoor Dal | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R01024,Indian Masoor Dal Brinjal/Baingan Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Masoor Dal | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R01025,Indian Masoor Dal Capsicum/Bell Pepper Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Masoor Dal | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R01026,Indian Masoor Dal Tomato/Tamatar Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Masoor Dal | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01027,Indian Masoor Dal Onion/Pyaz Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Masoor Dal | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R01028,Indian Masoor Dal Cucumber/Kheera Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Masoor Dal | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R01029,Indian Masoor Dal Broccoli Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Masoor Dal | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R01030,Indian Masoor Dal Mushroom Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Masoor Dal | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R01031,Indian Masoor Dal Corn Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Masoor Dal | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R01032,Indian Masoor Dal Methi Leaves Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Masoor Dal | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R01033,Indian Chana Dal Potato/Aloo Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Chana Dal | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R01034,Indian Chana Dal Carrot/Gajar Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Chana Dal | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01035,Indian Chana Dal Green Peas Fresh Khichdi,Lunch,Indian,Vegan,Rice | Moong Dal | Chana Dal | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R01036,Indian Toor Dal Potato/Aloo Curry Roti,Dinner,Indian,Vegan,Whole Wheat Flour | Toor Dal | Potato/Aloo | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01037,Indian Toor Dal Carrot/Gajar Curry Roti,Dinner,Indian,Vegan,Whole Wheat Flour | Toor Dal | Carrot/Gajar | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01038,Indian Toor Dal Green Peas Fresh Curry Roti,Dinner,Indian,Vegan,Whole Wheat Flour | Toor Dal | Green Peas Fresh | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01039,Indian Toor Dal Spinach/Palak Curry Roti,Dinner,Indian,Vegan,Whole Wheat Flour | Toor Dal | Spinach/Palak | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01040,Indian Toor Dal Cauliflower/Gobhi Curry Roti,Dinner,Indian,Vegan,Whole Wheat Flour | Toor Dal | Cauliflower/Gobhi | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01041,Indian Toor Dal Okra/Bhindi Curry Roti,Dinner,Indian,Vegan,Whole Wheat Flour | Toor Dal | Okra/Bhindi | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01042,Indian Toor Dal Brinjal/Baingan Curry Roti,Dinner,Indian,Vegan,Whole Wheat Flour | Toor Dal | Brinjal/Baingan | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01043,Indian Toor Dal Capsicum/Bell Pepper Curry Roti,Dinner,Indian,Vegan,Whole Wheat Flour | Toor Dal | Capsicum/Bell Pepper | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01044,Indian Toor Dal Tomato/Tamatar Curry Roti,Dinner,Indian,Vegan,Whole Wheat Flour | Toor Dal | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01045,Indian Toor Dal Onion/Pyaz Curry Roti,Dinner,Indian,Vegan,Whole Wheat Flour | Toor Dal | Onion/Pyaz | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01046,Indian Toor Dal Cucumber/Kheera Curry Roti,Dinner,Indian,Vegan,Whole Wheat Flour | Toor Dal | Cucumber/Kheera | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01047,Indian Toor Dal Broccoli Curry Roti,Dinner,Indian,Vegan,Whole Wheat Flour | Toor Dal | Broccoli | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01048,Indian Toor Dal Mushroom Curry Roti,Dinner,Indian,Vegan,Whole Wheat Flour | Toor Dal | Mushroom | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01049,Indian Toor Dal Corn Curry Roti,Dinner,Indian,Vegan,Whole Wheat Flour | Toor Dal | Corn | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01050,Indian Toor Dal Methi Leaves Curry Roti,Dinner,Indian,Vegan,Whole Wheat Flour | Toor Dal | Methi Leaves | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R01051,Indian Moong Dal Potato/Aloo Curry Roti,Dinner,Indian,Vegan,Whole Wheat Flour | Moong Dal | Potato/Aloo | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
